Tab,Q,SQ,SSQ,SSSQ,Question,Class,Unit,Repetitive,Tab_Name,Question_Text,SPSS_header,Short_Question,Likert_Affect_Direction,Answer_Labels,Answer_Numbers,MAR_Cross_Reference
A,,,,,Added,Categorical ,,TRUE,Household Roster,Spouse: Livelihood/Occupation,spocc,Spouse: Livelihood/Occupation,,"c(""Land Owner"", ""Farmer/Fishmonger/Fish Cultivator"", ""Agricultural worker"", ""Fisherman"", ""Poultry/cattle raising"", ""Home based manufacturing (handicrafts, food products)"", ""Rickshaw driver/ Brick breaking/ Road building/Construction worker/boatman/earth work"", ""Domestic servant"", ""Non agricultural worker(factory worker, blue collar service)"", ""Carpenter/massion/bus/taxi driver/construction supervisor/Seamstreses/ tailor/police an/armed services/dai/ community health worker/FWA/similar services"", ""Doctor/lawyer/dentist/accountant/teacher/nurse/ FWV (familywelfare visitor) /mid & high levelservices (Government,private)/Amanuensis/Clerk"",""Big businessman"",""Small business/trader"", ""Unemployed/student"", ""Retired"", ""Pensioner"", ""Homemaker"",  ""Disable/unable to work"", ""Others"", ""Don't know/ not stated"") ","c(1:19, 9999)",
A,,,,,Added,Integer,,TRUE,Household Roster,Spouse: Total internal migration trips,spinternaltp,Spouse: Total internal migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Spouse: Total India migration trips,spindiatp,Spouse: Total India migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Spouse: Total Other Country migration trips,spothertp,Spouse: Total Other Country migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Spouse: Year of last internal trip,spinternalyrl,Spouse: Year of last internal trip,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Spouse: Year of last India trip,spindiayrl,Spouse: Year of last India trip,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Spouse: Year of last Other Country trip,spotheryrl,Spouse: Year of last Other Country trip,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Sons: Number in household,sons,Sons: Number in household,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Sons: Number working,sonsworkers,Sons: Number working,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Sons: Number Total internal migration trips,sonsinternaltp,Sons: Number Total internal migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Sons: Number Total India migration trips,sonsindiatp,Sons: Number Total India migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Sons: Number Total Other Country migration trips,sonsothertp,Sons: Number Total Other Country migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Daughters: Number in household,daughters,Daughters: Number in household,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Daughters: Number working,daughtersworkers,Daughters: Number working,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Daughters: Total internal migration trips,daughtersinternaltp,Daughters: Total internal migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Daughters: Total India migration trips,daughtersindiatp,Daughters: Total India migration trips,,,,
A,,,,,Added,Integer,,TRUE,Household Roster,Daughters: Total Other Country migration trips,daughtersothertp,Daughters: Total Other Country migration trips,,,,
B1,1,1,,,B1.1.1,Integer,,TRUE,Marital history of HH,Marriage 1: Starting year - Head,B1A_1,Marriage 1: Starting year - Head,,,,
B1,1,2,,,B1.1.2,Integer,,TRUE,Marital history of HH,Marriage 1: Ending year - Head,B1B_1,Marriage 1: Ending year - Head,,,,
B1,1,3,,,B1.1.3,Categorical ,,TRUE,Marital history of HH,Marriage 1: Cause of dissolution - Head,B1C_1,Marriage 1: Cause of dissolution - Head,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
B1,2,1,,,B1.2.1,Integer,,TRUE,Marital history of HH,Marriage 2: Starting year - Head,B1A_2,Marriage 2: Starting year - Head,,,,
B1,2,2,,,B1.2.2,Integer,,TRUE,Marital history of HH,Marriage 2: Ending year - Head,B1B_2,Marriage 2: Ending year - Head,,,,
B1,2,3,,,B1.2.3,Categorical ,,TRUE,Marital history of HH,Marriage 2: Cause of dissolution - Head,B1C_2,Marriage 2: Cause of dissolution - Head,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
B1,3,1,,,B1.3.1,Integer,,TRUE,Marital history of HH,Marriage 3: Starting year - Head,B1A_3,Marriage 3: Starting year - Head,,,,
B1,3,2,,,B1.3.2,Integer,,TRUE,Marital history of HH,Marriage 3: Ending year - Head,B1B_3,Marriage 3: Ending year - Head,,,,
B1,3,3,,,B1.3.3,Categorical ,,TRUE,Marital history of HH,Marriage 3: Cause of dissolution - Head,B1C_3,Marriage 3: Cause of dissolution - Head,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
B1,4,1,,,B1.4.1,Integer,,TRUE,Marital history of HH,Marriage 4: Starting year - Head,B1A_4,Marriage 4: Starting year - Head,,,,
B1,4,2,,,B1.4.2,Integer,,TRUE,Marital history of HH,Marriage 4: Ending year - Head,B1B_4,Marriage 4: Ending year - Head,,,,
B1,4,3,,,B1.4.3,Categorical ,,TRUE,Marital history of HH,Marriage 4: Cause of dissolution - Head,B1C_4,Marriage 4: Cause of dissolution - Head,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
B2,1,1,,,B2.1.1,Integer,,TRUE,Marital history of spouse,Marriage 1: Starting year - Spouse,B2A_1,Marriage 1: Starting year - Spouse,,,,
B2,1,2,,,B2.1.2,Integer,,TRUE,Marital history of spouse,Marriage 1: Ending year - Spouse,B2B_1,Marriage 1: Ending year - Spouse,,,,
B2,1,3,,,B2.1.3,Categorical ,,TRUE,Marital history of spouse,Marriage 1: Cause of dissolution - Spouse,B2C_1,Marriage 1: Cause of dissolution - Spouse,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
B2,2,1,,,B2.2.1,Integer,,TRUE,Marital history of spouse,Marriage 2: Starting year - Spouse,B2A_2,Marriage 2: Starting year - Spouse,,,,
B2,2,2,,,B2.2.2,Integer,,TRUE,Marital history of spouse,Marriage 2: Ending year - Spouse,B2B_2,Marriage 2: Ending year - Spouse,,,,
B2,2,3,,,B2.2.3,Categorical ,,TRUE,Marital history of spouse,Marriage 2: Cause of dissolution - Spouse,B2C_2,Marriage 2: Cause of dissolution - Spouse,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
B2,3,1,,,B2.3.1,Integer,,TRUE,Marital history of spouse,Marriage 3: Starting year - Spouse,B2A_3,Marriage 3: Starting year - Spouse,,,,
B2,3,2,,,B2.3.2,Integer,,TRUE,Marital history of spouse,Marriage 3: Ending year - Spouse,B2B_3,Marriage 3: Ending year - Spouse,,,,
B2,3,3,,,B2.3.3,Categorical ,,TRUE,Marital history of spouse,Marriage 3: Cause of dissolution - Spouse,B2C_3,Marriage 3: Cause of dissolution - Spouse,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
B2,4,1,,,B2.4.1,Integer,,TRUE,Marital history of spouse,Marriage 4: Starting year - Spouse,B2A_4,Marriage 4: Starting year - Spouse,,,,
B2,4,2,,,B2.4.2,Integer,,TRUE,Marital history of spouse,Marriage 4: Ending year - Spouse,B2B_4,Marriage 4: Ending year - Spouse,,,,
B2,4,3,,,B2.4.3,Categorical ,,TRUE,Marital history of spouse,Marriage 4: Cause of dissolution - Spouse,B2C_4,Marriage 4: Cause of dissolution - Spouse,,"c(""Separated"", ""Divorced"", ""Deserted"", Spouse death"", ""Remarried"", ""Other"", ""NA"")","c(1:6, 9998)",
P1,1,2,,,P1.1.2,Quantitative,Decimals,TRUE,Current land holdings of HH,Land Holdings: Amount (in decimals) - 1,P1_2a,Land amount 1,,,,
P1,1,3,,,P1.1.3,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Type of land - 1,P1_3a,Land type 1,,"c(""Cropland"", ""Aquaculture land"", ""Homestead"", ""Other"")",c(1:4),
P1,1,4,,,P1.1.4,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Tenancy - 1,P1_4a,Land tenancy 1,,"c(""Self owned, title"", ""Self owned, no title"", ""Family owned, title"", ""Family owned, no title"", ""Khas land (government owned)"", ""Give as lease/ mortgage"", ""Get as lease/ morgate"", ""Other"")",c(1:8),
P1,1,5,,,P1.1.5,Integer,,TRUE,Current land holdings of HH,Land Holdings: Year acquired - 1,P1_5a,Land year acquired 1,,,,
P1,1,7,,,P1.1.7,Text ,,TRUE,Current land holdings of HH,Land Holdings: Location? - 1,P1_7a,Land location 1,,,,
P1,1,8,1,,P1.1.8.1,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Savings - 1,P1_8V1a,Land finance savings 1,,,,
P1,1,8,2,,P1.1.8.2,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Family (including in-laws) - 1,P1_8V2a,Land finance family 1,,,,
P1,1,8,3,,P1.1.8.3,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Dowry - 1,P1_8V3a,Land finance dowry 1,,,,
P1,1,8,4,,P1.1.8.4,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Loan from money lenders - 1,P1_8V4a,Land finance loan 1,,,,
P1,1,8,5,,P1.1.8.5,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: NGO/bank - 1,P1_8V5a,Land finance NGO 1,,,,
P1,1,8,6,,P1.1.8.6,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Mortaging land - 1,P1_8V6a,Land finance mortgage 1,,,,
P1,1,8,7,,P1.1.8.7,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling land - 1,P1_8V7a,Land finance Selling land 1,,,,
P1,1,8,8,,P1.1.8.8,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling assets - 1,P1_8V8a,Land finance selling assets 1,,,,
P1,1,8,9,,P1.1.8.9,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Remittances - 1,P1_8V9a,Land finance remittances 1,,,,
P1,1,8,10,,P1.1.8.10,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Other - 1,P1_8V10a,Land finance other 1,,,,
P1,2,2,,,P1.2.2,Quantitative,Decimals,TRUE,Current land holdings of HH,Land Holdings: Amount (in decimals) - 2,P1_2b,Land amount 2,,,,
P1,2,3,,,P1.2.3,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Type of land - 2,P1_3b,Land type 2,,"c(""Cropland"", ""Aquaculture land"", ""Homestead"", ""Other"")",c(1:4),
P1,2,4,,,P1.2.4,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Tenancy - 2,P1_4b,Land tenancy 2,,"c(""Self owned, title"", ""Self owned, no title"", ""Family owned, title"", ""Family owned, no title"", ""Khas land (government owned)"", ""Give as lease/ mortgage"", ""Get as lease/ morgate"", ""Other"")",c(1:8),
P1,2,5,,,P1.2.5,Integer,,TRUE,Current land holdings of HH,Land Holdings: Year acquired - 2,P1_5b,Land year acquired 2,,,,
P1,2,7,,,P1.2.7,Text,,TRUE,Current land holdings of HH,Land Holdings: Location? - 2,P1_7b,Land location 2,,,,
P1,2,8,1,,P1.2.8.1,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Savings - 2,P1_8V1b,Land finance savings 2,,,,
P1,2,8,2,,P1.2.8.2,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Family (including in-laws) - 2,P1_8V2b,Land finance family 2,,,,
P1,2,8,3,,P1.2.8.3,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Dowry - 2,P1_8V3b,Land finance dowry 2,,,,
P1,2,8,4,,P1.2.8.4,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Loan from money lenders - 2,P1_8V4b,Land finance loan 2,,,,
P1,2,8,5,,P1.2.8.5,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: NGO/bank - 2,P1_8V5b,Land finance NGO 2,,,,
P1,2,8,6,,P1.2.8.6,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Mortaging land - 2,P1_8V6b,Land finance mortgage 2,,,,
P1,2,8,7,,P1.2.8.7,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling land - 2,P1_8V7b,Land finance Selling land 2,,,,
P1,2,8,8,,P1.2.8.8,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling assets - 2,P1_8V8b,Land finance selling assets 2,,,,
P1,2,8,9,,P1.2.8.9,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Remittances - 2,P1_8V9b,Land finance remittances 2,,,,
P1,2,8,10,,P1.2.8.10,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Other - 2,P1_8V10b,Land finance other 2,,,,
P1,3,2,,,P1.3.2,Quantitative,Decimals,TRUE,Current land holdings of HH,Land Holdings: Amount (in decimals) - 3,P1_2c,Land amount 3,,,,
P1,3,3,,,P1.3.3,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Type of land - 3,P1_3c,Land type 3,,"c(""Cropland"", ""Aquaculture land"", ""Homestead"", ""Other"")",c(1:4),
P1,3,4,,,P1.3.4,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Tenancy - 3,P1_4c,Land tenancy 3,,"c(""Self owned, title"", ""Self owned, no title"", ""Family owned, title"", ""Family owned, no title"", ""Khas land (government owned)"", ""Give as lease/ mortgage"", ""Get as lease/ morgate"", ""Other"")",c(1:8),
P1,3,5,,,P1.3.5,Integer,,TRUE,Current land holdings of HH,Land Holdings: Year acquired - 3,P1_5c,Land year acquired 3,,,,
P1,3,7,,,P1.3.7,Text,,TRUE,Current land holdings of HH,Land Holdings: Location? - 3,P1_7c,Land location 3,,,,
P1,3,8,1,,P1.3.8.1,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Savings - 3,P1_8V1c,Land finance savings 3,,,,
P1,3,8,2,,P1.3.8.2,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Family (including in-laws) - 3,P1_8V2c,Land finance family 3,,,,
P1,3,8,3,,P1.3.8.3,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Dowry - 3,P1_8V3c,Land finance dowry 3,,,,
P1,3,8,4,,P1.3.8.4,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Loan from money lenders - 3,P1_8V4c,Land finance loan 3,,,,
P1,3,8,5,,P1.3.8.5,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: NGO/bank - 3,P1_8V5c,Land finance NGO 3,,,,
P1,3,8,6,,P1.3.8.6,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Mortaging land - 3,P1_8V6c,Land finance mortgage 3,,,,
P1,3,8,7,,P1.3.8.7,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling land - 3,P1_8V7c,Land finance Selling land 3,,,,
P1,3,8,8,,P1.3.8.8,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling assets - 3,P1_8V8c,Land finance selling assets 2,,,,
P1,3,8,9,,P1.3.8.9,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Remittances - 3,P1_8V9c,Land finance remittances 3,,,,
P1,3,8,10,,P1.3.8.10,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Other - 3,P1_8V10c,Land finance other 3,,,,
P1,4,2,,,P1.4.2,Quantitative,Decimals,TRUE,Current land holdings of HH,Land Holdings: Amount (in decimals) - 4,P1_2d,Land amount 4,,,,
P1,4,3,,,P1.4.3,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Type of land - 4,P1_3d,Land type 4,,"c(""Cropland"", ""Aquaculture land"", ""Homestead"", ""Other"")",c(1:4),
P1,4,4,,,P1.4.4,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Tenancy - 4,P1_4d,Land tenancy 4,,"c(""Self owned, title"", ""Self owned, no title"", ""Family owned, title"", ""Family owned, no title"", ""Khas land (government owned)"", ""Give as lease/ mortgage"", ""Get as lease/ morgate"", ""Other"")",c(1:8),
P1,4,5,,,P1.4.5,Integer,,TRUE,Current land holdings of HH,Land Holdings: Year acquired - 4,P1_5d,Land year acquired 4,,,,
P1,4,7,,,P1.4.7,Text,,TRUE,Current land holdings of HH,Land Holdings: Location? - 4,P1_7d,Land location 4,,,,
P1,4,8,1,,P1.4.8.1,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Savings - 4,P1_8V1d,Land finance savings 4,,,,
P1,4,8,2,,P1.4.8.2,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Family (including in-laws) - 4,P1_8V2d,Land finance family 4,,,,
P1,4,8,3,,P1.4.8.3,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Dowry - 4,P1_8V3d,Land finance dowry 4,,,,
P1,4,8,4,,P1.4.8.4,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Loan from money lenders - 4,P1_8V4d,Land finance loan 4,,,,
P1,4,8,5,,P1.4.8.5,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: NGO/bank - 4,P1_8V5d,Land finance NGO 4,,,,
P1,4,8,6,,P1.4.8.6,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Mortaging land - 4,P1_8V6d,Land finance mortgage 4,,,,
P1,4,8,7,,P1.4.8.7,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling land - 4,P1_8V7d,Land finance Selling land 4,,,,
P1,4,8,8,,P1.4.8.8,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling assets - 4,P1_8V8d,Land finance selling assets 4,,,,
P1,4,8,9,,P1.4.8.9,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Remittances - 4,P1_8V9d,Land finance remittances 4,,,,
P1,4,8,10,,P1.4.8.10,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Other - 4,P1_8V10d,Land finance other 4,,,,
P1,5,2,,,P1.5.2,Quantitative,Decimals,TRUE,Current land holdings of HH,Land Holdings: Amount (in decimals) - 5,P1_2e,Land amount 5,,,,
P1,5,3,,,P1.5.3,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Type of land - 5,P1_3e,Land type 5,,"c(""Cropland"", ""Aquaculture land"", ""Homestead"", ""Other"")",c(1:4),
P1,5,4,,,P1.5.4,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Tenancy - 5,P1_4e,Land tenancy 5,,"c(""Self owned, title"", ""Self owned, no title"", ""Family owned, title"", ""Family owned, no title"", ""Khas land (government owned)"", ""Give as lease/ mortgage"", ""Get as lease/ morgate"", ""Other"")",c(1:8),
P1,5,5,,,P1.5.5,Integer,,TRUE,Current land holdings of HH,Land Holdings: Year acquired - 5,P1_5e,Land year acquired 5,,,,
P1,5,7,,,P1.5.7,Text,,TRUE,Current land holdings of HH,Land Holdings: Location? - 5,P1_7e,Land location 5,,,,
P1,5,8,1,,P1.5.8.1,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Savings - 5,P1_8V1e,Land finance savings 5,,,,
P1,5,8,2,,P1.5.8.2,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Family (including in-laws) - 5,P1_8V2e,Land finance family 5,,,,
P1,5,8,3,,P1.5.8.3,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Dowry - 5,P1_8V3e,Land finance dowry 5,,,,
P1,5,8,4,,P1.5.8.4,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Loan from money lenders - 5,P1_8V4e,Land finance loan 5,,,,
P1,5,8,5,,P1.5.8.5,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: NGO/bank - 5,P1_8V5e,Land finance NGO 5,,,,
P1,5,8,6,,P1.5.8.6,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Mortaging land - 5,P1_8V6e,Land finance mortgage 5,,,,
P1,5,8,7,,P1.5.8.7,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling land - 5,P1_8V7e,Land finance Selling land 5,,,,
P1,5,8,8,,P1.5.8.8,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Selling assets - 5,P1_8V8e,Land finance selling assets 5,,,,
P1,5,8,9,,P1.5.8.9,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Remittances - 5,P1_8V9e,Land finance remittances 5,,,,
P1,5,8,10,,P1.5.8.10,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Other - 5,P1_8V10e,Land finance other 5,,,,
P1,6,2,,,P1.6.2,Quantitative,Decimals,TRUE,Current land holdings of HH,Land Holdings: Amount (in decimals) - 6,P1_2f,Land amount 6,,,,
P1,6,3,,,P1.6.3,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Type of land - 6,P1_3f,Land type 6,,"c(""Cropland"", ""Aquaculture land"", ""Homestead"", ""Other"")",c(1:4),
P1,6,4,,,P1.6.4,Categorical ,,TRUE,Current land holdings of HH,Land Holdings: Tenancy - 6,P1_4f,Land tenancy 6,,"c(""Self owned, title"", ""Self owned, no title"", ""Family owned, title"", ""Family owned, no title"", ""Khas land (government owned)"", ""Give as lease/ mortgage"", ""Get as lease/ morgate"", ""Other"")",c(1:8),
P1,6,5,,,P1.6.5,Integer,,TRUE,Current land holdings of HH,Land Holdings: Year acquired - 6,P1_5f,Land year acquired 6,,,,
P1,6,7,,,P1.6.7,Text,,TRUE,Current land holdings of HH,Land Holdings: Location? - 6,P1_7f,Land location 6,,,,
P1,6,8,1,,P1.6.8.1,Yes/No,,TRUE,Current land holdings of HH,Land Holdings: How financed?: Savings - 6,P1_8V1f,Land finance savings 6,,,,
